3876	5108
1748	5729
464	1579
3299	4962
2326	2634
36	4002
1042	2334
1748	3313
3313	5729
1721	4002
1253	1677
2731	4574
1491	5362
3876	5729
2727	4962
3155	3390
1677	5548
2806	3390
501	1579
1900	2950
1748	4290
2045	4574
3876	4290
3681	4574
1502	2430
3162	5134
3206	5018
1491	1641
414	3930
2285	5332
2285	4886
1399	2990
102	2727
37	3599
1190	2990
2334	4962
2334	2887
454	2236
2420	3299
1570	1928
243	3679
3272	5653
1491	2420
2420	5362
2420	4962
64	2285
4002	4390
1253	5029
1598	4186
3930	4671
1400	3161
4339	5548
1190	3681
387	1143
1253	4339
1900	2731
1900	4574
480	870
1065	5046
501	4574
1466	4574
2334	5362
37	3272
3563	4491
2950	4802
493	4306
121	3691
2516	4432
226	1023
1677	5653
1662	4229
2887	5362
243	5729
4192	4763
377	4763
2731	4802
102	2420
3037	3362
464	2045
501	2045
1379	3692
139	5031
298	2731
2727	4165
1045	2202
4049	4666
2247	2516
1132	2892
655	3696
1502	2950
206	2379
3077	4545
677	2420
1491	2202
429	3162
2045	3681
1150	1561
387	1907
2634	4290
2405	5621
2285	2288
298	3692
1491	4165
454	3044
1399	2731
2400	5511
1266	5596
740	2981
3930	4148
476	3514
165	723
3520	4397
325	4049
37	5029
832	3696
655	5100
3272	3599
2981	4174
2855	4390
893	5537
655	982
1677	4487
473	3961
3948	5596
741	5006
2163	5332
2163	4886
835	5006
3735	4572
3681	3692
3400	3424
1890	2163
2288	5332
1800	2995
2634	3876
3299	5031
2480	3582
1677	1921
3720	3960
1409	4397
4397	4461
3206	4397
512	2113
464	4802
298	1900
333	4736
4306	4961
4306	5596
1401	2995
3134	4666
443	3599
1280	1297
2516	4257
109	2400
741	2778
832	5100
3141	5487
1379	3988
473	4135
1348	3948
744	3964
704	1401
1900	2045
298	1399
2202	5362
704	1800
4339	4487
2312	5653
1253	5653
64	2163
4886	5332
1409	4618
2241	3206
333	2647
806	4792
1907	4306
3948	5537
1539	3930
1253	3599
443	1677
4147	5737
2202	3662
1031	1539
1539	1561
429	5134
4144	5487
1890	5332
1890	4886
121	2785
121	679
2516	5360
1807	4538
1150	1539
1570	2778
267	950
1502	2731
2448	5537
387	5596
1150	3930
979	2237
305	979
2312	4803
526	1371
414	5471
2503	3300
546	4695
3243	4832
2236	2266
3599	5548
1491	2576
1871	5528
4554	5624
1406	2640
2954	5511
723	2405
160	2270
2045	4802
1709	2778
1031	1150
2771	4666
1255	5487
3441	4688
414	3043
64	4886
2041	2763
4666	4901
3696	5100
526	5514
235	4413
1466	2950
1190	3692
501	2950
851	3930
1799	2847
1406	2880
4941	5402
2312	5029
37	1253
64	1890
3562	3786
1455	4174
850	3072
3395	4665
493	4246
493	2778
2459	4665
1381	2778
38	655
2993	3974
3753	3942
1190	2950
501	2731
1502	1900
2887	4165
2887	5031
3484	5690
3790	4496
2526	5447
1176	2526
1150	4961
4616	5537
4487	5653
376	518
3599	4487
443	2575
1045	2576
2276	5773
2539	3948
2539	5537
1406	3878
160	2647
3677	4179
414	1539
1150	4671
493	1709
2023	5487
1921	4339
641	5548
37	5548
2512	3748
1455	1465
3072	4293
2214	4950
582	4867
992	4246
1944	4246
2738	4725
3145	4473
4084	4461
501	1399
1399	1466
501	1190
3662	5031
2810	4671
4961	5596
1381	5537
1561	2819
1674	4597
32	4597
2192	5022
1253	2575
2884	5514
4084	5018
4549	4940
1978	4940
1466	3681
501	3681
677	5031
757	4938
1928	2778
1266	4961
414	1031
741	1381
2934	4706
741	2934
3611	4665
2106	4496
741	4951
38	832
443	4339
5006	5537
650	5447
2539	4300
1406	4137
830	976
2640	2880
3104	5018
723	4736
1900	4802
1253	3272
2312	3272
2163	2288
3582	5110
3333	5707
325	4901
2461	3362
1696	2695
4487	5029
1921	5548
1921	5029
2312	4339
641	4487
908	4181
865	1364
3581	4316
1455	2598
850	3390
267	2806
267	850
907	4662
2576	5362
2576	4962
2214	3844
1183	4706
2459	3611
1944	2448
4666	5004
1183	2526
424	4246
4155	4246
618	4665
650	2592
832	4256
2815	4660
1807	4256
655	3859
655	1330
2640	2796
728	2121
2640	3878
4528	5076
4647	5324
1346	4039
1461	4397
1409	4084
4084	4121
1551	3164
1900	3692
1379	1573
475	3471
1385	4115
1907	5596
414	5596
4671	5596
1266	4306
626	4306
1561	4671
204	4867
581	4306
741	2448
1348	5596
3272	5548
1434	4518
1364	4518
4572	5646
443	1253
443	2312
1045	2334
1045	2887
1045	5031
1183	3300
2539	5596
1709	4922
288	2539
3930	5771
791	4875
1406	3964
1297	2913
1406	2738
2445	2880
1280	2913
744	1406
3141	4144
2880	3878
2796	2880
191	3743
1598	1653
1203	1653
1053	4450
2288	4886
226	4515
2598	4174
121	1082
3390	4293
267	4293
3299	5577
4454	5707
2276	4950
618	3395
1570	3043
2126	5447
387	1150
2071	3134
2071	3930
1372	5597
1411	2882
618	2459
4233	4901
3939	4858
834	2640
2221	3583
3696	5769
38	3696
1671	2738
2640	4137
3587	4788
688	4858
1181	2193
1684	4606
855	3517
1692	2324
1166	1692
2000	2298
867	2192
4006	5607
4006	4647
570	5676
1253	2312
1253	1921
1890	2288
1090	2504
649	2369
1023	2801
1461	4461
2241	4121
657	1229
1812	5046
2113	4192
2113	5046
2765	5286
4940	5530
464	1466
2107	4736
2420	2576
1641	2576
2576	3299
2524	2691
2413	2988
1625	2413
757	2484
599	2413
1492	3850
493	1381
493	893
4265	5537
414	4671
4671	5775
893	4961
893	1381
741	1561
1907	5775
727	3159
3948	5397
2989	5593
4868	5593
741	4556
414	2106
3948	4265
1516	1613
832	3859
2796	3878
877	4699
443	5548
1744	3325
1828	2478
416	3325
3715	5012
834	2880
2880	4137
1255	3141
369	1255
1416	1898
3272	4487
1927	2379
3243	3970
704	4250
995	4741
5317	5402
68	5402
2391	4473
2124	3877
2312	5548
64	2288
2801	3723
3581	4482
1656	3581
4028	4739
2598	2852
1744	3072
850	4293
416	3072
2806	4293
267	3155
125	356
3681	4802
1190	4112
1502	4112
4962	5577
5031	5362
2202	2420
2202	2576
139	2576
1042	5577
3400	3677
2276	3844
739	4950
739	2214
588	3333
1693	2454
1570	3134
493	1944
493	992
503	4695
1176	3134
1539	3361
2526	3802
325	5004
2577	5537
387	1031
387	1561
387	1539
414	1570
835	3134
3043	3361
618	3611
851	4407
2778	5537
3948	4300
3969	5674
3034	5471
2677	4706
948	3813
3134	5331
835	5537
2912	3790
566	3495
4233	4666
581	835
4246	4935
2830	3134
3134	4246
4265	4300
3034	3930
5100	5769
834	3878
2892	3619
1883	3367
744	2640
4660	4955
2445	4137
2574	4374
3878	4137
3501	4256
2314	3583
1255	4144
38	5100
2719	5100
1883	2205
2640	2738
834	2796
2796	4137
443	4487
4413	5159
4461	5159
4645	5159
1045	4165
4584	5471
2677	3300
2448	5006
4306	4922
2577	5006
4671	5006
4922	5687
3570	5471
1348	2539
1266	2539
3300	3802
650	4496
760	2539
791	1888
791	4605
830	3743
2023	3141
744	2880
2738	2880
3959	5737
2780	3519
1653	1662
740	3807
740	906
4112	4574
5362	5577
2761	4670
812	5695
812	1963
3484	5707
1798	3979
1150	3034
1176	5331
1539	4506
1539	3043
4666	5331
109	4706
1176	4666
1570	2824
2954	3134
325	3802
1176	1570
1570	5331
1570	2152
3696	3859
834	4137
786	2794
982	3696
3027	5624
1577	3696
1330	3696
1493	2555
832	4538
104	5454
2283	2733
1758	3846
2332	5128
648	3137
187	3318
2192	2837
867	5022
2119	5165
2119	5028
979	2667
110	1438
2312	4487
1253	4487
2852	4028
2480	2940
586	604
235	4461
235	1796
850	950
3155	4126
3072	5130
850	3155
4495	4510
2231	4495
1340	3037
209	1138
3131	3659
3662	4424
3662	5319
139	4424
102	2576
139	5319
2334	2420
2334	2576
2576	3662
1641	5319
1641	4424
588	4454
1928	3134
4845	5471
1561	4049
2489	4431
1183	2677
288	3948
4265	5596
1561	2152
4261	4742
4233	5004
288	4265
288	5537
1539	5471
325	651
566	3276
4261	5593
493	4155
509	3961
1031	3361
162	2355
162	760
1183	3802
325	741
1709	5537
835	3820
3134	3528
3043	5537
851	3962
3134	5255
2882	3961
2882	2989
931	4041
965	3167
424	493
2771	3134
741	3167
1709	3134
3283	5656
3948	4671
851	5471
3283	4959
3167	4300
3167	4148
727	3820
1019	3331
341	3619
1296	5444
564	3738
2445	2738
744	2796
212	1906
3706	5336
564	4282
191	830
2738	3878
2738	2796
1939	2038
2796	3964
2023	4144
514	1416
216	1416
836	3982
519	3643
1401	4250
853	3828
3730	5482
1662	4188
1598	2525
3081	4110
2871	4110
2001	4110
260	4110
2269	4448
1012	4753
2826	4626
1249	5750
1109	5069
537	5188
4487	5548
1364	4106
36	4385
3239	3935
1082	3582
4293	4522
3155	4293
267	1744
1744	3390
2746	3072
267	416
416	3390
601	1825
1732	2371
2371	5754
125	1811
1299	1862
1179	5493
464	1900
464	3692
160	2107
3692	4112
1190	2731
1379	4112
3662	5577
2420	5577
4165	4962
2202	5031
2202	2887
2202	2334
3299	5319
1641	5577
1963	2786
1262	3288
3333	4454
739	2276
